icd9_hcup,icd9_omop,icd9_ccs,ccs2,ccs2_desc,hcup_desc,omop_desc,concept_id
77.38,77.38,77.38,14.14,Other OR therapeutic procedures on bone [161. ],METATAR/TAR DIVISION NEC,"Other division of bone, tarsals and metatarsals",2005055
77.39,77.39,77.39,14.14,Other OR therapeutic procedures on bone [161. ],BONE DIVISION NEC,"Other division of bone, other bones",2005056
77.51,77.51,77.51,14.2,Bunionectomy or repair of toe deformities [143.],BUNIONECT/SFT/OSTEOTOMY,Bunionectomy with soft tissue correction and osteotomy of the first metatarsal,2005079
77.52,77.52,77.52,14.2,Bunionectomy or repair of toe deformities [143.],BUNIONECT/SFT/ARTHRODES,Bunionectomy with soft tissue correction and arthrodesis,2005080
77.53,77.53,77.53,14.2,Bunionectomy or repair of toe deformities [143.],OTH BUNIONECT,Other bunionectomy with soft tissue correction,2005081
77.54,77.54,77.54,14.2,Bunionectomy or repair of toe deformities [143.],EXC (CORRECT) BUNIONETTE (Begin 1980),Excision or correction of bunionette,2005092
77.56,77.56,77.56,14.2,Bunionectomy or repair of toe deformities [143.],REPAIR OF HAMMER TOE (Begin 1989),Repair of hammer toe,2005093
77.57,77.57,77.57,14.2,Bunionectomy or repair of toe deformities [143.],REPAIR OF CLAW TOE (Begin 1989),Repair of claw toe,2005094
77.58,77.58,77.58,14.2,Bunionectomy or repair of toe deformities [143.],OTH EXC FUS REPAIR TOE (Begin 1989),"Other excision, fusion and repair of toes",2005095
77.59,77.59,77.59,14.2,Bunionectomy or repair of toe deformities [143.],BUNIONECTOMY NEC,Other bunionectomy,2005096
77.60,77.60,77.60,14.1,Partial excision bone [142.],LOC EXC BONE LESION NOS,"Local excision of lesion or tissue of bone, unspecified site",2005098
77.61,77.61,77.61,14.1,Partial excision bone [142.],EXC CHEST CAGE BONE LES,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum]",2005099
77.62,77.62,77.62,14.1,Partial excision bone [142.],LOC EXC BONE LES HUMERUS,"Local excision of lesion or tissue of bone, humerus",2005100
77.63,77.63,77.63,14.1,Partial excision bone [142.],LOC EXC LES RADIUS/ULNA,"Local excision of lesion or tissue of bone, radius and ulna",2005101
77.64,77.64,77.64,14.1,Partial excision bone [142.],LOC EXC LES METACAR/CAR,"Local excision of lesion or tissue of bone, carpals and metacarpals",2005112
77.65,77.65,77.65,14.1,Partial excision bone [142.],LOC EXC BONE LES FEMUR,"Local excision of lesion or tissue of bone, femur",2005113
77.66,77.66,77.66,14.1,Partial excision bone [142.],LOC EXC BONE LES PATELLA,"Local excision of lesion or tissue of bone, patella",2005114
77.67,77.67,77.67,14.1,Partial excision bone [142.],LOC EXC LES TIBIA/FIBULA,"Local excision of lesion or tissue of bone, tibia and fibula",2005115
77.68,77.68,77.68,14.1,Partial excision bone [142.],LOC EXC LES METATAR/TAR,"Local excision of lesion or tissue of bone, tarsals and metatarsals",2005116
77.69,77.69,77.69,14.1,Partial excision bone [142.],LOC EXC BONE LESION NEC,"Local excision of lesion or tissue of bone, other bones",2005117
77.70,77.70,77.70,14.1,Partial excision bone [142.],EXCISE BONE FOR GRFT NOS,"Excision of bone for graft, unspecified site",2005119
77.71,77.71,77.71,14.1,Partial excision bone [142.],EX CHEST CAGE BONEGFT,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum]",2005120
77.72,77.72,77.72,14.1,Partial excision bone [142.],EXCISE HUMERUS FOR GRAFT,"Excision of bone for graft, humerus",2005121
77.73,77.73,77.73,14.1,Partial excision bone [142.],EXCIS RADIUS/ULNAGRAFT,"Excision of bone for graft, radius and ulna",2005132
77.74,77.74,77.74,14.1,Partial excision bone [142.],EXCIS METACAR/CARGRAFT,"Excision of bone for graft, carpals and metacarpals",2005133
77.75,77.75,77.75,14.1,Partial excision bone [142.],EXCISE FEMUR FOR GRAFT,"Excision of bone for graft, femur",2005134
77.76,77.76,77.76,14.1,Partial excision bone [142.],EXCISE PATELLA FOR GRAFT,"Excision of bone for graft, patella",2005135
77.77,77.77,77.77,14.1,Partial excision bone [142.],EXCISE TIB/FIB FOR GRAFT,"Excision of bone for graft, tibia and fibula",2005136
77.78,77.78,77.78,14.1,Partial excision bone [142.],EXCIS METATAR/TARGRAFT,"Excision of bone for graft, tarsals and metatarsals",2005137
77.79,77.79,77.79,14.1,Partial excision bone [142.],EXCISE BONE FOR GFT NEC,"Excision of bone for graft, other bones",2005138
77.80,77.80,77.80,14.1,Partial excision bone [142.],OTH PART OSTECTOMY NOS,"Other partial ostectomy, unspecified site",2005140
77.81,77.81,77.81,14.1,Partial excision bone [142.],OTH CHEST CAGE OSTECTOMY,"Other partial ostectomy, scapula, clavicle, and thorax [ribs and sternum]",2005141
77.82,77.82,77.82,14.1,Partial excision bone [142.],PARTIAL HUMERECTOMY NEC,"Other partial ostectomy, humerus",2005152
77.83,77.83,77.83,14.1,Partial excision bone [142.],PART OSTECTRADIUS/ULNA,"Other partial ostectomy, radius and ulna",2005153
77.84,77.84,77.84,14.1,Partial excision bone [142.],PART OSTECTMETACAR/CAR,"Other partial ostectomy, carpals and metacarpals",2005154
77.85,77.85,77.85,14.1,Partial excision bone [142.],PART OSTECTOMYFEMUR,"Other partial ostectomy, femur",2005155
77.86,77.86,77.86,14.1,Partial excision bone [142.],PARTIAL PATELLECTOMY,"Other partial ostectomy, patella",2005156
77.87,77.87,77.87,14.1,Partial excision bone [142.],PART OSTECTTIBIA/FIBULA,"Other partial ostectomy, tibia and fibula",2005157
77.88,77.88,77.88,14.1,Partial excision bone [142.],PART OSTECTMETATAR/TAR,"Other partial ostectomy, tarsals and metatarsals",2005158
77.89,77.89,77.89,14.1,Partial excision bone [142.],PARTIAL OSTECTOMY NEC,"Other partial ostectomy, other bones",2005159
77.90,77.90,77.90,14.14,Other OR therapeutic procedures on bone [161. ],TOTAL OSTECTOMY NOS,"Total ostectomy, unspecified site",2005161
77.91,77.91,77.91,14.14,Other OR therapeutic procedures on bone [161. ],TOT CHEST CAGE OSTECTOMY,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum]",2005172
77.92,77.92,77.92,14.14,Other OR therapeutic procedures on bone [161. ],TOTAL OSTECTOMYHUMERUS,"Total ostectomy, humerus",2005173
77.93,77.93,77.93,14.14,Other OR therapeutic procedures on bone [161. ],TOT OSTECTRADIUS/ULNA,"Total ostectomy, radius and ulna",2005174
77.94,77.94,77.94,14.14,Other OR therapeutic procedures on bone [161. ],TOT OSTECTMETACARP/CARP,"Total ostectomy, carpals and metacarpals",2005175
77.95,77.95,77.95,14.14,Other OR therapeutic procedures on bone [161. ],TOT OSTECTOMYFEMUR,"Total ostectomy, femur",2005176
77.96,77.96,77.96,14.14,Other OR therapeutic procedures on bone [161. ],TOTAL PATELLECTOMY,"Total ostectomy, patella",2005177
77.97,77.97,77.97,14.14,Other OR therapeutic procedures on bone [161. ],TOT OSTECTTIBIA/FIBULA,"Total ostectomy, tibia and fibula",2005178
77.98,77.98,77.98,14.14,Other OR therapeutic procedures on bone [161. ],TOT OSTECTMETATARS/TARS,"Total ostectomy, tarsals and metatarsals",2005179
77.99,77.99,77.99,14.14,Other OR therapeutic procedures on bone [161. ],TOTAL OSTECTOMY NEC,"Total ostectomy, other bones",2005180
78.00,78.00,78.00,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFT NOS,"Bone graft, unspecified site",2005193
78.01,78.01,78.01,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFT TO CHEST CAGE,"Bone graft, scapula, clavicle, and thorax [ribs and sternum]",2005194
78.02,78.02,78.02,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFT TO HUMERUS,"Bone graft, humerus",2005195
78.03,78.03,78.03,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFTRADIUS/ULNA,"Bone graft, radius and ulna",2005196
78.04,78.04,78.04,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRFT TO METACAR/CAR,"Bone graft, carpals and metacarpals",2005197
78.05,78.05,78.05,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFT TO FEMUR,"Bone graft, femur",2005198
78.06,78.06,78.06,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFT TO PATELLA,"Bone graft, patella",2005199
78.07,78.07,78.07,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFTTIBIA/FIBULA,"Bone graft, tibia and fibula",2005200
78.08,78.08,78.08,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFTMETATAR/TAR,"Bone graft, tarsals and metatarsals",2005201
78.09,78.09,78.09,14.14,Other OR therapeutic procedures on bone [161. ],BONE GRAFT NEC,"Bone graft, other bones",2005212
78.10,78.10,78.10,14.14,Other OR therapeutic procedures on bone [161. ],PERIOSTEAL SUTURE NOS (Begin 1991),"Application of external fixator device, unspecified site",2005214
78.11,78.11,78.11,14.14,Other OR therapeutic procedures on bone [161. ],PERIOST SUTCHEST CAGE (Begin 1991),"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]",2005215
78.12,78.12,78.12,14.14,Other OR therapeutic procedures on bone [161. ],PERIOSTEAL SUTHUMERUS (Begin 1991),"Application of external fixator device, humerus",2005216
78.13,78.13,78.13,14.14,Other OR therapeutic procedures on bone [161. ],PERIOST SUTRADIUS/ULNA (Begin 1991),"Application of external fixator device, radius and ulna",2005217
78.14,78.14,78.14,14.14,Other OR therapeutic procedures on bone [161. ],PERIOST SUTMETACAR/CAR (Begin 1991),"Application of external fixator device, carpals and metacarpals",2005218
78.15,78.15,78.15,14.14,Other OR therapeutic procedures on bone [161. ],PERIOSTEAL SUTUREFEMUR (Begin 1991),"Application of external fixator device, femur",2005219
78.16,78.16,78.16,14.14,Other OR therapeutic procedures on bone [161. ],PERIOSTEAL SUTURPATELLA (Begin 1991),"Application of external fixator device, patella",2005220
78.17,78.17,78.17,14.14,Other OR therapeutic procedures on bone [161. ],PERIOST SUTTIBIA/FIBULA (Begin 1991),"Application of external fixator device, tibia and fibula",2005221
78.18,78.18,78.18,14.14,Other OR therapeutic procedures on bone [161. ],PERIOST SUTMETATAR/TAR (Begin 1991),"Application of external fixator device, tarsals and metatarsals",2005232
78.19,78.19,78.19,14.14,Other OR therapeutic procedures on bone [161. ],PERIOSTEAL SUTURE NEC (Begin 1991),"Application of external fixator device, other bones",2005233
78.20,78.20,78.20,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYSEAL STAPLING NOS (Begin 1991),"Limb shortening procedures, unspecified site",2005235
78.22,78.22,78.22,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYS STAPLEHUMERUS (Begin 1991),"Limb shortening procedures, humerus",2005236
78.23,78.23,78.23,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYS STAPLERAD/ULNA (Begin 1991),"Limb shortening procedures, radius and ulna",2005237
78.24,78.24,78.24,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYSEAL STAPLECARPALS (Begin 1991),"Limb shortening procedures, carpals and metacarpals",2005238
78.25,78.25,78.25,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYSEAL STAPLEFEMUR (Begin 1991),"Limb shortening procedures, femur",2005239
78.27,78.27,78.27,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYS STAPLETIB/FIBUL (Begin 1991),"Limb shortening procedures, tibia and fibula",2005240
78.28,78.28,78.28,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYSEAL STAPLETARSALS (Begin 1991),"Limb shortening procedures, tarsals and metatarsals",2005241
78.29,78.29,78.29,14.14,Other OR therapeutic procedures on bone [161. ],EPIPHYSEAL STAPLING NEC (Begin 1991),"Limb shortening procedures, other bones",2005252
78.30,78.30,78.30,14.14,Other OR therapeutic procedures on bone [161. ],OTH BONE LNGTH CHNGE NOS,"Limb lengthening procedures, unspecified site",2005254
78.32,78.32,78.32,14.14,Other OR therapeutic procedures on bone [161. ],HUMERUS LENGTH CHANGE,"Limb lengthening procedures, humerus",2005255
78.33,78.33,78.33,14.14,Other OR therapeutic procedures on bone [161. ],RADIUS/ULNA LENGTH CHNGE,"Limb lengthening procedures, radius and ulna",2005256
78.34,78.34,78.34,14.14,Other OR therapeutic procedures on bone [161. ],CARPAL LENGTH CHANGE,"Limb lengthening procedures, carpals and metacarpals",2005257
78.35,78.35,78.35,14.14,Other OR therapeutic procedures on bone [161. ],FEMUR LENGTH CHANGE,"Limb lengthening procedures, femur",2005258
78.37,78.37,78.37,14.14,Other OR therapeutic procedures on bone [161. ],TIBIA/FIBULA LNGTH CHNGE,"Limb lengthening procedures, tibia and fibula",2005259
78.38,78.38,78.38,14.14,Other OR therapeutic procedures on bone [161. ],TARSAL LENGTH CHANGE,"Limb lengthening procedures, tarsals and metatarsals",2005260
78.39,78.39,78.39,14.14,Other OR therapeutic procedures on bone [161. ],OTH BONE LNGTH CHNGE NEC (Begin 1991),"Limb lengthening procedures, other bones",2005261
78.40,78.40,78.40,14.14,Other OR therapeutic procedures on bone [161. ],OTH BONE REPAIR/PLAST OP,"Other repair or plastic operations on bone, unspecified site",2005273
78.41,78.41,78.41,14.14,Other OR therapeutic procedures on bone [161. ],OTH CHEST CAGE REP/PLAST,"Other repair or plastic operations on bone, scapula, clavicle, and thorax [ribs and sternum]",2005274
78.42,78.42,78.42,14.14,Other OR therapeutic procedures on bone [161. ],OTH HUMERUS REPAIR/PLAST,"Other repair or plastic operations on bone, humerus",2005275
78.43,78.43,78.43,14.14,Other OR therapeutic procedures on bone [161. ],OTH RAD/ULN REPAIR/PLAST,"Other repair or plastic operations on bone, radius and ulna",2005276
78.44,78.44,78.44,14.14,Other OR therapeutic procedures on bone [161. ],OTH METAC/CARP REP/PLAST,"Other repair or plastic operations on bone, carpals and metacarpals",2005277
78.45,78.45,78.45,14.14,Other OR therapeutic procedures on bone [161. ],OTH FEMUR REPAIR/PLASTIC,"Other repair or plastic operations on bone, femur",2005278
78.46,78.46,78.46,14.14,Other OR therapeutic procedures on bone [161. ],OTH PATELLA REPAIR/PLAST,"Other repair or plastic operations on bone, patella",2005279
78.47,78.47,78.47,14.14,Other OR therapeutic procedures on bone [161. ],OTH TIB/FIB REPAIR/PLAST,"Other repair or plastic operations on bone, tibia and fibula",2005280
78.48,78.48,78.48,14.14,Other OR therapeutic procedures on bone [161. ],OTH META/TAR REPA/PLAST,"Other repair or plastic operations on bone, tarsals and metatarsals",2005281
78.49,78.49,78.49,14.14,Other OR therapeutic procedures on bone [161. ],OTH BONE REPA/PLAST NEC,"Other repair or plastic operations on bone, other bones",2005292
78.50,78.50,78.50,14.3,Treatment of fracture or dislocation,INT FIX W/O FX REDUC NOS,"Internal fixation of bone without fracture reduction, unspecified site",2005294
78.51,78.51,78.51,14.3,Treatment of fracture or dislocation,INT FIXATIONCHEST CAGE,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum]",2005295
78.52,78.52,78.52,14.3,Treatment of fracture or dislocation,INT FIXATIONHUMERUS,"Internal fixation of bone without fracture reduction, humerus",2005296
78.53,78.53,78.53,14.3,Treatment of fracture or dislocation,INT FIXATIONRADIUS/ULNA,"Internal fixation of bone without fracture reduction, radius and ulna",2005297
78.54,78.54,78.54,14.3,Treatment of fracture or dislocation,INT FIXATIONMETACAR/CAR,"Internal fixation of bone without fracture reduction, carpals and metacarpals",2005298
78.55,78.55,78.55,14.3,Treatment of fracture or dislocation,INTERNAL FIXATIONFEMUR,"Internal fixation of bone without fracture reduction, femur",2005299
78.56,78.56,78.56,14.3,Treatment of fracture or dislocation,INTERNAL FIXPATELLA,"Internal fixation of bone without fracture reduction, patella",2005300
78.57,78.57,78.57,14.3,Treatment of fracture or dislocation,INT FIXATIONTIBIA/FIBUL,"Internal fixation of bone without fracture reduction, tibia and fibula",2005301
78.58,78.58,78.58,14.3,Treatment of fracture or dislocation,INT FIXATIONMETATAR/TAR,"Internal fixation of bone without fracture reduction, tarsals and metatarsals",2005312
78.59,78.59,78.59,14.3,Treatment of fracture or dislocation,INT FIXNO FX REDUCT NEC,"Internal fixation of bone without fracture reduction, other bones",2005313
78.60,78.60,78.60,14.3,Treatment of fracture or dislocation,REMOVE IMP DEVICE NOS,"Removal of implanted devices from bone, unspecified site",2005315
78.61,78.61,78.61,14.3,Treatment of fracture or dislocation,REMOV IMP DEVCHEST CAGE,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]",2005316
78.62,78.62,78.62,14.3,Treatment of fracture or dislocation,REMOVE IMPL DEVHUMERUS,"Removal of implanted devices from bone, humerus",2005317
78.63,78.63,78.63,14.3,Treatment of fracture or dislocation,REMOV IMP DEVRADIUS/ULN,"Removal of implanted devices from bone, radius and ulna",2005318
78.64,78.64,78.64,14.3,Treatment of fracture or dislocation,REMOV IMP DEVMETAC/CARP,"Removal of implanted devices from bone, carpals and metacarpals",2005319
78.65,78.65,78.65,14.3,Treatment of fracture or dislocation,REMOVE IMP DEVICEFEMUR,"Removal of implanted devices from bone, femur",2005320
78.66,78.66,78.66,14.3,Treatment of fracture or dislocation,REMOV IMP DEVICEPATELLA,"Removal of implanted devices from bone, patella",2005321
78.67,78.67,78.67,14.3,Treatment of fracture or dislocation,REMOV IMP DEVTIB/FIBULA,"Removal of implanted devices from bone, tibia and fibula",2005332
78.68,78.68,78.68,14.3,Treatment of fracture or dislocation,REMOVE IMP DEVMETAT/TAR,"Removal of implanted devices from bone, tarsals and metatarsals",2005333
78.69,78.69,78.69,14.3,Treatment of fracture or dislocation,REMOVE IMPL DEVICE NEC,"Removal of implanted devices from bone, other bones",2005334
78.70,78.70,78.70,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASIS NOS,"Osteoclasis, unspecified site",2005336
78.71,78.71,78.71,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISCHEST CAGE,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum]",2005337
78.72,78.72,78.72,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISHUMERUS,"Osteoclasis, humerus",2005338
78.73,78.73,78.73,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISRADIUS/ULNA,"Osteoclasis, radius and ulna",2005339
78.74,78.74,78.74,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISMETACAR/CAR,"Osteoclasis, carpals and metacarpals",2005340
78.75,78.75,78.75,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISFEMUR,"Osteoclasis, femur",2005341
78.76,78.76,78.76,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISPATELLA,"Osteoclasis, patella",2005352
78.77,78.77,78.77,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISTIBIA/FIBULA,"Osteoclasis, tibia and fibula",2005353
78.78,78.78,78.78,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASISMETATAR/TAR,"Osteoclasis, tarsals and metatarsals",2005354
78.79,78.79,78.79,14.14,Other OR therapeutic procedures on bone [161. ],OSTEOCLASIS NEC,"Osteoclasis, other bones",2005355
78.90,78.90,78.90,14.14,Other OR therapeutic procedures on bone [161. ],INSERT BONE STIMUL NOS (Begin 1987),"Insertion of bone growth stimulator, unspecified site",2005378
78.91,78.91,78.91,14.14,Other OR therapeutic procedures on bone [161. ],INSERT BONE STIMULCHEST (Begin 1987),"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum]",2005379
78.92,78.92,78.92,14.14,Other OR therapeutic procedures on bone [161. ],INSERT BONE STIMHUMERUS (Begin 1987),"Insertion of bone growth stimulator, humerus",2005380
78.93,78.93,78.93,14.14,Other OR therapeutic procedures on bone [161. ],INSER BONE STIMRAD/ULNA (Begin 1987),"Insertion of bone growth stimulator, radius and ulna",2005381
78.94,78.94,78.94,14.14,Other OR therapeutic procedures on bone [161. ],INSER BONE STIMMETA/CAR (Begin 1987),"Insertion of bone growth stimulator, carpals and metacarpals",2005392
78.95,78.95,78.95,14.14,Other OR therapeutic procedures on bone [161. ],INSERT BONE STIMFEMUR (Begin 1987),"Insertion of bone growth stimulator, femur",2005393
78.96,78.96,78.96,14.14,Other OR therapeutic procedures on bone [161. ],INSERT BONE STIMPATELLA (Begin 1987),"Insertion of bone growth stimulator, patella",2005394
78.97,78.97,78.97,14.14,Other OR therapeutic procedures on bone [161. ],INSER BONE STIMTIB/FIB (Begin 1987),"Insertion of bone growth stimulator, tibia and fibula",2005395
78.98,78.98,78.98,14.14,Other OR therapeutic procedures on bone [161. ],INSER BONE STIMMETA/TAR (Begin 1987),"Insertion of bone growth stimulator, tarsals and metatarsals",2005396
78.99,78.99,78.99,14.14,Other OR therapeutic procedures on bone [161. ],INSERT BONE STIMUL NEC (Begin 1987),"Insertion of bone growth stimulator, other bones",2005397
79.10,79.10,79.10,14.3,Treatment of fracture or dislocation,CL FX REDUCINT FIX NOS,"Closed reduction of fracture with internal fixation, unspecified site",2005421
79.11,79.11,79.11,14.3,Treatment of fracture or dislocation,CLOS REDINT FIX HUMERUS,"Closed reduction of fracture with internal fixation, humerus",2005432
79.12,79.12,79.12,14.3,Treatment of fracture or dislocation,CL REDINT FIX RAD/ULNA,"Closed reduction of fracture with internal fixation, radius and ulna",2005433
79.13,79.13,79.13,14.3,Treatment of fracture or dislocation,CL REDINT FIX METAC/CAR,"Closed reduction of fracture with internal fixation, carpals and metacarpals",2005434
79.14,79.14,79.14,14.3,Treatment of fracture or dislocation,CLOSE REDINT FIX FINGER,"Closed reduction of fracture with internal fixation, phalanges of hand",2005435
79.15,79.15,79.15,14.3,Treatment of fracture or dislocation,CLOSED REDINT FIX FEMUR,"Closed reduction of fracture with internal fixation, femur",2005436
79.16,79.16,79.16,14.3,Treatment of fracture or dislocation,CL REDINT FIX TIB/FIBU,"Closed reduction of fracture with internal fixation, tibia and fibula",2005437
79.17,79.17,79.17,14.3,Treatment of fracture or dislocation,CL REDINT FIX METAT/TAR,"Closed reduction of fracture with internal fixation, tarsals and metatarsals",2005438
79.18,79.18,79.18,14.3,Treatment of fracture or dislocation,CLOSE REDINT FIX TOE FX,"Closed reduction of fracture with internal fixation, phalanges of foot",2005439
79.19,79.19,79.19,14.3,Treatment of fracture or dislocation,CL FX REDUCINT FIX NEC,"Closed reduction of fracture with internal fixation, other specified bone",2005440
79.20,79.20,79.20,14.3,Treatment of fracture or dislocation,OPEN FX REDUCTION NOS,"Open reduction of fracture without internal fixation, unspecified site",2005452
79.21,79.21,79.21,14.3,Treatment of fracture or dislocation,OPEN REDUCHUMERUS FX,"Open reduction of fracture without internal fixation, humerus",2005453
79.22,79.22,79.22,14.3,Treatment of fracture or dislocation,OPEN REDUCRADIUS/ULN FX,"Open reduction of fracture without internal fixation, radius and ulna",2005454
79.23,79.23,79.23,14.3,Treatment of fracture or dislocation,OPEN REDUCMETAC/CAR FX,"Open reduction of fracture without internal fixation, carpals and metacarpals",2005455
79.24,79.24,79.24,14.3,Treatment of fracture or dislocation,OPEN REDUCTIONFINGER FX,"Open reduction of fracture without internal fixation, phalanges of hand",2005456
79.25,79.25,79.25,14.3,Treatment of fracture or dislocation,OPEN REDUCTIONFEMUR FX,"Open reduction of fracture without internal fixation, femur",2005457
79.26,79.26,79.26,14.3,Treatment of fracture or dislocation,OPEN REDUCTIBIA/FIB FX,"Open reduction of fracture without internal fixation, tibia and fibula",2005458
79.27,79.27,79.27,14.3,Treatment of fracture or dislocation,OPEN REDUCMETAT/TARS FX,"Open reduction of fracture without internal fixation, tarsals and metatarsals",2005459
79.28,79.28,79.28,14.3,Treatment of fracture or dislocation,OPEN REDUCTIONTOE FX,"Open reduction of fracture without internal fixation, phalanges of foot",2005460
79.29,79.29,79.29,14.3,Treatment of fracture or dislocation,OPEN FX REDUCTION NEC,"Open reduction of fracture without internal fixation, other specified bone",2005461
79.30,79.30,79.30,14.3,Treatment of fracture or dislocation,OPN FX RED W INT FIX NOS,"Open reduction of fracture with internal fixation, unspecified site",2005473
79.31,79.31,79.31,14.3,Treatment of fracture or dislocation,OPEN REDINT FIX HUMERUS,"Open reduction of fracture with internal fixation, humerus",2005474
79.32,79.32,79.32,14.3,Treatment of fracture or dislocation,OP REDINT FIX RAD/ULNA,"Open reduction of fracture with internal fixation, radius and ulna",2005475
79.33,79.33,79.33,14.3,Treatment of fracture or dislocation,OP REDINT FIX METAC/CAR,"Open reduction of fracture with internal fixation, carpals and metacarpals",2005476
79.34,79.34,79.34,14.3,Treatment of fracture or dislocation,OPEN REDINT FIX FINGER,"Open reduction of fracture with internal fixation, phalanges of hand",2005477
79.35,79.35,79.35,14.3,Treatment of fracture or dislocation,OPEN REDUCINT FIX FEMUR,"Open reduction of fracture with internal fixation, femur",2005478
79.36,79.36,79.36,14.3,Treatment of fracture or dislocation,OP REDINT FIX TIB/FIBUL,"Open reduction of fracture with internal fixation, tibia and fibula",2005479
79.37,79.37,79.37,14.3,Treatment of fracture or dislocation,OP REDINT FIX METAT/TAR,"Open reduction of fracture with internal fixation, tarsals and metatarsals",2005480
79.38,79.38,79.38,14.3,Treatment of fracture or dislocation,OPEN REDUCTINT FIX TOE,"Open reduction of fracture with internal fixation, phalanges of foot",2005481
79.39,79.39,79.39,14.3,Treatment of fracture or dislocation,OPN FX RED W INT FIX NEC,"Open reduction of fracture with internal fixation, other specified bone",2005492
79.40,79.40,79.40,14.3,Treatment of fracture or dislocation,CLS REDUCEPIPHY NOS,"Closed reduction of separated epiphysis, unspecified site",2005494
79.41,79.41,79.41,14.3,Treatment of fracture or dislocation,CLOSE REDHUMERUS EPIPHY,"Closed reduction of separated epiphysis, humerus",2005495
79.42,79.42,79.42,14.3,Treatment of fracture or dislocation,CLS REDRADIUS/UL EPIPHY,"Closed reduction of separated epiphysis, radius and ulna",2005496
79.45,79.45,79.45,14.3,Treatment of fracture or dislocation,CLOSE REDUCFEMUR EPIPHY,"Closed reduction of separated epiphysis, femur",2005497
79.46,79.46,79.46,14.3,Treatment of fracture or dislocation,CLS REDTIBIA/FIB EPIPHY,"Closed reduction of separated epiphysis, tibia and fibula",2005498
79.49,79.49,79.49,14.3,Treatment of fracture or dislocation,CLS REDUCEPIPHY NEC,"Closed reduction of separated epiphysis, other specified bone",2005499
79.50,79.50,79.50,14.3,Treatment of fracture or dislocation,OPEN REDEPIPHY NOS,"Open reduction of separated epiphysis, unspecified site",2005501
79.51,79.51,79.51,14.3,Treatment of fracture or dislocation,OPN REDEPIPHYHUMER,"Open reduction of separated epiphysis, humerus",2005512
79.52,79.52,79.52,14.3,Treatment of fracture or dislocation,OP REDRADIUS/ULN EPIPHY,"Open reduction of separated epiphysis, radius and ulna",2005513
79.55,79.55,79.55,14.3,Treatment of fracture or dislocation,OPN REDEPIPHYFEMUR,"Open reduction of separated epiphysis, femur",2005514
79.56,79.56,79.56,14.3,Treatment of fracture or dislocation,OP REDTIBIA/FIB EPIPHYS,"Open reduction of separated epiphysis, tibia and fibula",2005515
79.59,79.59,79.59,14.3,Treatment of fracture or dislocation,OPEN REDEPIPHY NEC,"Open reduction of separated epiphysis, other specified bone",2005516
79.60,79.60,79.60,14.3,Treatment of fracture or dislocation,OPEN FX SITE DEBRIDE NOS,"Debridement of open fracture, unspecified site",2005518
79.61,79.61,79.61,14.3,Treatment of fracture or dislocation,DEBRID OPEN FXHUMERUS,"Debridement of open fracture site, humerus",2005519
79.62,79.62,79.62,14.3,Treatment of fracture or dislocation,DEBRID OPN FXRADIUS/ULN,"Debridement of open fracture site, radius and ulna",2005520
79.63,79.63,79.63,14.3,Treatment of fracture or dislocation,DEBRID OPN FXMETAC/CAR,"Debridement of open fracture site, carpals and metacarpals",2005521
79.64,79.64,79.64,14.3,Treatment of fracture or dislocation,DEBRID OPN FXFINGER,"Debridement of open fracture site, phalanges of hand",2005532
